module_url,module_name,activity_url,activity_name,activity_type,activity_date
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/7,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/10503.aspx,给先心宝贝送新年祝福,【实践服务】,2022-01-24
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/7,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/10403.aspx,生命科学学院新愚公希望小学线上直播志愿活动一,【实践服务】,2021-12-02
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/7,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/10402.aspx,生命科学学院新愚公希望小学线上直播志愿活动,【实践服务】,2021-12-19
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/7,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/10235.aspx,生命科学学院新愚公希望小学线上直播志愿活动三,【实践服务】,2021-12-02
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/7,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/10234.aspx,生命科学学院新愚公希望小学线上直播志愿活动二,【实践服务】,2021-11-25
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/8,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/10233.aspx,生命科学学院新愚公希望小学线上直播志愿活动一,【实践服务】,2021-11-25
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/8,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/10024.aspx,生命科学学院新愚公希望小学线上直播志愿活动三,【实践服务】,2021-11-11
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/8,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/10023.aspx,生命科学学院新愚公希望小学线上直播志愿活动,【实践服务】,2021-11-11
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/8,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/9989.aspx,生命科学学院新愚公希望小学线上直播志愿活动,【实践服务】,2021-11-11
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/8,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/9982.aspx,“双十一”快递盒回收活动,【实践服务】,2021-11-14
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/8,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/9888.aspx,双十一快递盒回收活动,【实践服务】,2021-11-11
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/8,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/9854.aspx,"""垃圾分类我知道""主题知识竞答活动",【实践服务】,2021-11-06
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/8,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/9778.aspx,赏年画之美，守文化之魂,【实践服务】,2021-11-14
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/8,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/9760.aspx,双十一网购行为大赏 宿团小组活动,【实践服务】,2021-11-13
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/8,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/9758.aspx,“各族各话，华夏宏声”宿团活动,【实践服务】,2021-11-14
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/9,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/9686.aspx,钢笔与钢枪志愿者面试,【实践服务】,2021-10-31
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/9,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/9638.aspx,智慧山二手市集志愿活动,【实践服务】,2021-10-31
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/9,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/9619.aspx,宿团小组主题团日活动,【实践服务】,2021-11-07
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/9,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/9607.aspx,拒绝“剩”宴，从我“光盘”实践活动,【实践服务】,2021-10-31
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/9,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/9586.aspx,宿团活动――我们的鲁迅,【实践服务】,2021-11-13
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/9,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/9335.aspx,电光学院志愿者宣誓大会,【实践服务】,2021-10-28
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/9,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/8245.aspx,爱心俱乐部敬老院慰问活动,【实践服务】,2021-09-19
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/9,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/8241.aspx,九月公益日集小红花行动（线上）,【实践服务】,2021-09-18
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/9,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/8225.aspx,社会实践考评会,【实践服务】,2021-09-16
http://kwhd.nankai.edu.cn/index/orderlist/type/2.aspx/p/9,实践活动,http://kwhd.nankai.edu.cn/index/orderview/id/8224.aspx,社会实践考评会,【实践服务】,2021-09-16
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/1,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15457.aspx,校友办部门会,【综合活动】,2023-06-27
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/1,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15452.aspx,学工部党支部大会,【综合活动】,2023-06-25
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/1,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15435.aspx,吕梁市人社局校地合作洽谈会,【综合活动】,2023-06-26
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/1,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15434.aspx,黄埔团校面试(津南),【综合活动】,2023-06-22
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/1,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15433.aspx,黄埔团校面试(八里台),【综合活动】,2023-06-23
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/1,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15430.aspx,电光学院往届毕业生返校活动,【综合活动】,2023-06-20
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/1,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15428.aspx,学工部教育科开会,【综合活动】,2023-06-18
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/1,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15417.aspx,学工部会议,【综合活动】,2023-06-25
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/1,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15416.aspx,2023年毕业季校园打卡装置摆放,【综合活动】,2023-06-14
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/1,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15414.aspx,环境科学与工程学院2019级毕业晚会,【综合活动】,2023-06-13
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/2,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15403.aspx,就业会议,【综合活动】,2023-06-08
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/2,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15402.aspx,生命科学学院2023毕业晚会节目审核,【综合活动】,2023-06-09
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/2,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15393.aspx,海河英才宣讲会,【综合活动】,2023-06-08
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/2,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15389.aspx,校园公益义卖线下宣传活动,【综合活动】,2023-06-05
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/2,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15385.aspx,“印我所向，职在四方”校园定向活动,【综合活动】,2023-06-17
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/2,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15376.aspx,社会实践和志愿服务督导中心留任初面试,【综合活动】,2023-06-03
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/2,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15368.aspx,社团管理中心换届面试,【综合活动】,2023-06-04
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/2,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15366.aspx,社团管理中心换届面试,【综合活动】,2023-06-04
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/2,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15364.aspx,高校科学营面试等候室,【综合活动】,2023-06-01
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/2,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15357.aspx,活动会议,【综合活动】,2023-05-30
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/3,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15352.aspx,节气主题舞会公益派发活动,【综合活动】,2023-06-01
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/3,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15351.aspx,团委学生课外活动指导中心文艺部例会,【综合活动】,2023-06-03
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/3,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15350.aspx,团委学生课外活动指导中心文艺部例会,【综合活动】,2023-06-04
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/3,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15349.aspx,团委学生课外活动指导中心文艺部例会,【综合活动】,2023-06-01
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/3,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15348.aspx,校园公益义卖宣传,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/3,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15335.aspx,学生工作部活动,【综合活动】,2023-06-02
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/3,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15332.aspx,组织部综合办公室（津南校区）换届面试,【综合活动】,2023-06-03
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/3,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15331.aspx,团委组织部预定,【综合活动】,2023-06-03
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/3,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15330.aspx,团委组织部预定,【综合活动】,2023-06-03
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/3,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15329.aspx,自习室调研报告研究会,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/4,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15326.aspx,文博专业分流&经验分享会,【综合活动】,2023-06-02
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/4,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15324.aspx,团委学生课外活动指导中心综合办公部例会,【综合活动】,2023-05-26
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/4,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15322.aspx,快乐随你 青春游园会,【综合活动】,2023-06-01
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/4,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15321.aspx,校团委学生课外活动指导中心学术文化部例会,【综合活动】,2023-05-27
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/4,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15319.aspx,“五色新丝缠角粽，神沼波深竞彩舟”端午文化体验活动,【综合活动】,2023-05-27
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/4,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15318.aspx,化学学院团委实践部例会,【综合活动】,2023-05-26
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/4,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15317.aspx,国乐相声协会线下放票,【综合活动】,2023-06-02
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/4,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15316.aspx,国乐相声协会线下放票,【综合活动】,2023-06-01
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/4,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15315.aspx,国乐相声协会线下放票,【综合活动】,2023-05-31
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/4,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15314.aspx,国乐相声协会线下放票,【综合活动】,2023-05-30
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/5,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15313.aspx,国乐相声协会线下放票,【综合活动】,2023-05-29
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/5,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15304.aspx,本科生学习沙龙 | 超级“码”力，创意无限,【综合活动】,2023-06-01
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/5,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15302.aspx,第三届“天仲＆律协杯”模拟仲裁庭大赛,【综合活动】,2023-05-27
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/5,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15301.aspx,第三届“天仲＆律协杯”模拟仲裁庭大赛,【综合活动】,2023-05-26
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/5,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15300.aspx,第24届津南校区换届大会,【综合活动】,2023-06-04
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/5,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15298.aspx,新觉悟社“愉悦身心，共战期末”海谈会,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/5,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15297.aspx,西部温暖计划（八里台校区）,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/5,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15296.aspx,西部温暖计划（八里台校区）,【综合活动】,2023-05-27
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/5,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15295.aspx,团委学生课外活动指导中心学术文化部例会,【综合活动】,2023-05-27
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/5,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15294.aspx,工作研讨会,【综合活动】,2023-05-26
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/6,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15291.aspx,新长城南开大学自强社八里台校区部门负责人换届,【综合活动】,2023-05-27
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/6,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15288.aspx,就业派遣培训,【综合活动】,2023-05-26
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/6,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15285.aspx,南开大学“一站式”学生社区“百花齐放，筑梦青春”舞台秀门票发放,【综合活动】,2023-05-24
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/6,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15284.aspx,南开大学“一站式”学生社区“百花齐放，筑梦青春”舞台秀门票发放,【综合活动】,2023-05-24
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/6,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15280.aspx,数学建模入门与提升,【综合活动】,2023-05-24
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/6,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15278.aspx,办公部实践部组会,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/6,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15277.aspx,历史文化节系列活动――初夏市集,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/6,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15276.aspx,校团委组织部综合办公室（八里台）留任面试,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/6,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15275.aspx,旅游与服务学院体育部例会,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/6,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15274.aspx,"""心芯相印“夏日游园会",【综合活动】,2023-05-25
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/7,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15273.aspx,西部温暖计划（津南校区）,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/7,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15272.aspx,西部温暖计划（津南校区）,【综合活动】,2023-05-27
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/7,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15271.aspx,西部温暖计划（津南校区）,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/7,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15270.aspx,西部温暖计划（津南校区）,【综合活动】,2023-05-27
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/7,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15267.aspx,副书记会,【综合活动】,2023-05-23
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/7,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15265.aspx,涂鸦,【综合活动】,2023-05-25
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/7,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15263.aspx,组织部组建办公室（津南）留任面试,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/7,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15262.aspx,校团委组织部组建办公室（八里台）面试,【综合活动】,2023-05-27
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/7,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15261.aspx,课指换届面试,【综合活动】,2023-05-27
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/7,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15254.aspx,议事决策机制调研工作会,【综合活动】,2023-05-24
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/8,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15253.aspx,组织部组建办公室例会,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/8,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15251.aspx,余华《活着》共读会,【综合活动】,2023-05-21
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/8,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15247.aspx,社团中心换届面试,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/8,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15238.aspx,八里台放映,【综合活动】,2023-05-20
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/8,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15237.aspx,旅游与服务学院师生下午茶,【综合活动】,2023-05-25
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/8,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15236.aspx,旅游与服务学院师生下午茶,【综合活动】,2023-06-01
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/8,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15235.aspx,经济学院“明灯计划”朋辈经验分享专场,【综合活动】,2023-05-20
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/8,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15234.aspx,公益义卖志愿者场务会议,【综合活动】,2023-05-23
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/8,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15230.aspx,《红色的天空》线下放票（第2场）,【综合活动】,2023-05-30
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/8,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15229.aspx,《红色的天空》线下放票,【综合活动】,2023-05-29
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/9,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15228.aspx,“写给老去后的自己”《红色的天空》线下宣传,【综合活动】,2023-05-22
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/9,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15226.aspx,心理知识竞赛,【综合活动】,2023-05-25
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/9,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15225.aspx,团宣活动,【综合活动】,2023-05-31
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/9,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15224.aspx,团宣活动,【综合活动】,2023-05-31
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/9,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15223.aspx,团宣活动,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/9,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15222.aspx,团宣、网新、青马决策层换届面试,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/9,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15221.aspx,团宣、网新、青马决策层换届面试,【综合活动】,2023-06-03
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/9,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15220.aspx,团宣、网新、青马协调层换届面试,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/9,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15219.aspx,团宣、网新、青马协调层换届面试,【综合活动】,2023-05-28
http://kwhd.nankai.edu.cn/index/orderlist/type/5.aspx/p/9,综合活动,http://kwhd.nankai.edu.cn/index/orderview/id/15215.aspx,校团委学生课外活动指导中心换届面试,【综合活动】,2023-05-28
